Saved Date,Job Url,Job Title,Company Name
"1/10/23, 12:51 AM",http://www.linkedin.com/jobs/view/3404063548,Data Engineer,Thales
"11/27/22, 5:54 AM",http://www.linkedin.com/jobs/view/3371291419,Data Engineer (Big Data) - Azure Data or Snowflake,Randstad Singapore
"12/5/22, 8:43 AM",http://www.linkedin.com/jobs/view/3053605532,*AWS Data Engineer*,Accenture Australia
"3/16/23, 9:01 AM",http://www.linkedin.com/jobs/view/3511275777,Senior Data Engineer,Toyota Connected Europe
"12/5/22, 8:44 AM",http://www.linkedin.com/jobs/view/3274560599,Data Engineer,Infosys
"1/30/23, 1:41 AM",http://www.linkedin.com/jobs/view/3396202536,Consultant -Data Management & Advanced Analytics - SG,Deloitte
"3/13/23, 8:31 AM",http://www.linkedin.com/jobs/view/3525372702,Data Engineer / Architect,Volt - International (An Innova Solutions Company)
"12/5/22, 8:58 AM",http://www.linkedin.com/jobs/view/3375224538,Data Engineer (Based at Tuas),Abbott
"11/22/22, 3:55 PM",http://www.linkedin.com/jobs/view/3259706779,Data Platform Engineer - Data Tech,Grab
"12/5/22, 7:47 AM",http://www.linkedin.com/jobs/view/3151486359,Senior Associate - Data Engineer,PwC Malaysia
"12/19/22, 10:23 PM",http://www.linkedin.com/jobs/view/3407082996,AWS Developer (Python),Luxoft
"2/7/23, 7:58 AM",http://www.linkedin.com/jobs/view/3464555089,Data Engineer SG,Maxeon Solar Technologies
"3/13/23, 8:31 AM",http://www.linkedin.com/jobs/view/3499744938,Data Engineer(Azure),Experis Singapore
"12/31/22, 1:37 AM",http://www.linkedin.com/jobs/view/3410068119,Big Data Engineer / Data Analyst (Azure Data / Informatica),Randstad Singapore
"2/14/23, 12:18 AM",http://www.linkedin.com/jobs/view/3471880045,Data Engineer,EXL
"2/14/23, 12:16 AM",http://www.linkedin.com/jobs/view/3467396624,[Hanoi] Big Data Engineer - Up to 900 triệu VND/năm + Joining Bonus,HCLTech Vietnam 
"11/25/22, 3:57 PM",http://www.linkedin.com/jobs/view/3161736140,Senior Data Engineer,Aon
"12/20/22, 2:49 PM",http://www.linkedin.com/jobs/view/3366297058,Data Engineer,StarHub
"12/5/22, 8:39 AM",http://www.linkedin.com/jobs/view/3370243173,Senior Data Engineer - Spark & PySpark | Data & Analytics,EY
"12/5/22, 8:41 AM",http://www.linkedin.com/jobs/view/3329877424,*Data Engineer - Platform Engineering*,Accenture Australia
"1/10/23, 12:52 AM",http://www.linkedin.com/jobs/view/3401548942,Data Engineer,SPH Media
"12/4/22, 7:37 PM",http://www.linkedin.com/jobs/view/3325039137,"Data Engineer, Data Engineering (Associate Director)","Bank of Singapore, Asia's Global Private Bank"
"1/16/23, 4:16 PM",http://www.linkedin.com/jobs/view/3440478732,Data Engineer,CXC Global
"12/2/22, 9:38 PM",http://www.linkedin.com/jobs/view/3351729379,Data Engineer,The Coca-Cola Company
"3/21/23, 7:26 AM",http://www.linkedin.com/jobs/view/3532205588,Data Engineer - London ,Accenture
"11/29/22, 3:19 PM",http://www.linkedin.com/jobs/view/3372325318,Consultant- Artificial Intelligence & Data- SG,Deloitte
"12/2/22, 9:37 PM",http://www.linkedin.com/jobs/view/3384705819,Data Engineer,Horizon Software Pte Ltd
"10/19/22, 4:30 PM",http://www.linkedin.com/jobs/view/3315819958,Data Engineer,Randstad Singapore
"11/26/22, 4:48 PM",http://www.linkedin.com/jobs/view/3367996929,Data Engineer,Prudential Assurance Company Singapore
"12/8/22, 5:04 PM",http://www.linkedin.com/jobs/view/3373069841,Consultant - Artificial Intelligence & Data - MY,Deloitte
"12/20/22, 2:31 PM",http://www.linkedin.com/jobs/view/3404130980,Sr Data Engineer,ServiceNow
"12/5/22, 7:26 AM",http://www.linkedin.com/jobs/view/3385918274,Data Engineer II A - GBS IND,Bank of America
"11/27/22, 8:19 AM",http://www.linkedin.com/jobs/view/3371293422,Assistant Manager Data / Data Engineer,Randstad Singapore
"11/30/22, 2:51 PM",http://www.linkedin.com/jobs/view/3363233915,Consultant / Snr Consultant (Data Engineer / ETL / BI),NTT DATA Business Solutions Singapore
"3/27/23, 7:50 AM",http://www.linkedin.com/jobs/view/3538138587,"Alation (Senior), Data & Analytics, Technology Consulting",EY
"10/19/22, 8:49 AM",http://www.linkedin.com/jobs/view/3319402117,Data Analytics Engineer,McKinsey & Company
"3/30/23, 3:26 AM",http://www.linkedin.com/jobs/view/3520885635,Data Engineer,Experis Singapore
"1/26/23, 5:51 AM",http://www.linkedin.com/jobs/view/3397620777,Consultant/Senior Consultant - Data Scientist/Data Engineering (Azure/GCC) -SG,Deloitte
"11/17/22, 6:17 AM",http://www.linkedin.com/jobs/view/3345054447,Data Retrieval & Data Engineering Specialist,UBS
"10/19/22, 8:49 AM",http://www.linkedin.com/jobs/view/3319400220,Junior Data Engineer - QuantumBlack,"QuantumBlack, AI by McKinsey"
"1/30/23, 1:42 AM",http://www.linkedin.com/jobs/view/3326705021,"Associate, Data Engineer, Enterprise Data Engineering 14286",GIC
"1/23/23, 4:02 AM",http://www.linkedin.com/jobs/view/3108761416,Lead Big Data Engineer - Up to $10k/Healthcare,Experis Singapore
"12/16/22, 2:59 PM",http://www.linkedin.com/jobs/view/3341172856,MS Engineer,NTT Ltd.
"12/5/22, 8:44 AM",http://www.linkedin.com/jobs/view/3348501580,Data Engineer,Hays
"3/16/23, 8:57 AM",http://www.linkedin.com/jobs/view/3523753308,Big Data Engineer,Sky
"12/2/22, 9:37 PM",http://www.linkedin.com/jobs/view/3351728531,Senior Data Engineer,The Coca-Cola Company
"12/22/22, 7:06 PM",http://www.linkedin.com/jobs/view/3405001139,Data Scientist (Estate Solutions),Azendian Solutions
"12/16/22, 2:59 PM",http://www.linkedin.com/jobs/view/3283473219,"ServiceNow Solution Architect, Digital & Emerging Tech, Technology Consulting",EY
"11/27/22, 5:53 AM",http://www.linkedin.com/jobs/view/3357400087,Data Engineer,Prudential Assurance Company Singapore
"2/1/23, 7:53 AM",http://www.linkedin.com/jobs/view/3419672595,"Data Engineer, Management Insights",KPMG Singapore
"11/26/22, 6:17 AM",http://www.linkedin.com/jobs/view/3334589030,Data Engineer Manager/Senior Manager ,Accenture Southeast Asia
