Saved Search Date,Jobs Search Url
"11/24/22, 10:28 AM",https://www.linkedin.com/jobs/search?keywords=data+engineer&orig=JOB_ALERT
"6/16/22, 2:45 AM",https://www.linkedin.com/jobs/search?keywords=data+engineer&distance=24%2E9999301285&orig=JOB_ALERT
"1/28/22, 5:39 PM",https://www.linkedin.com/jobs/search?keywords=data+engineer&distance=24%2E9999301285&orig=JOB_ALERT
"11/7/21, 5:07 PM",https://www.linkedin.com/jobs/search?keywords=data+engineer&distance=25%2E000000000000004&orig=JOB_ALERT
"10/9/21, 1:07 PM",https://www.linkedin.com/jobs/search?keywords=data+engineer&orig=JOB_ALERT
"2/8/21, 7:04 AM",https://www.linkedin.com/jobs/search?keywords=data+engineer&f_JT=F&orig=JOB_ALERT
"9/3/20, 4:23 AM",https://www.linkedin.com/jobs/search?keywords=big+data+developer&orig=JOB_ALERT
