Date,Type,Link
2022-03-05 23:59:54,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903978642829914113
2022-03-05 17:18:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6905898796337766400?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6905898796337766400%2C6905924285852991488%29
2022-03-05 17:16:32,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6905898796337766400
2022-03-05 09:48:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6905776519730262016
2022-03-04 11:11:42,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6905067324928352256
2022-03-04 10:12:49,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6905355689531715584
2022-03-04 02:49:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6902557027521171457
2022-03-03 15:27:41,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6905110180712054785
2022-03-03 14:36:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6905146831513497601?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6905146831513497601%2C6905156028779094017%29
2022-03-03 00:59:51,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6904897513585803264
2022-03-02 16:56:52,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6904812948485980161
2022-03-02 15:19:35,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6904804860487716864
2022-03-02 03:52:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6904388432152395776?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6904388432152395776%2C6904630751648980992%29
2022-03-02 01:10:03,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6904462093870055427
2022-03-01 11:08:03,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6904269823761641472?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6904269823761641472%2C6904381610909683712%29
2022-03-01 10:27:44,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6904026995177455616
2022-03-01 07:19:30,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6904298257959530496
2022-02-28 10:45:44,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903648873714454528
2022-02-28 07:20:43,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903918834198401024
2022-02-28 07:16:27,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903742158197907456?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6903742158197907456%2C6903957233000960000%29
2022-02-28 06:15:04,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903944516064411648
2022-02-27 17:43:25,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903742158197907456?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6903742158197907456%2C6903743750972014592%29
2022-02-27 17:32:47,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903742158197907456?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6903742158197907456%2C6903753693708058624%29
2022-02-27 16:47:25,MAYBE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903742158197907456
2022-02-27 14:00:39,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903610001726722048
2022-02-27 05:24:55,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6899933931282558976
2022-02-27 05:18:47,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903344087362093056
2022-02-27 03:53:44,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903530158515482624
2022-02-26 15:44:03,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903349162872578048
2022-02-26 11:16:50,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903253074232885248?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6903253074232885248%2C6903296039789686784%29
2022-02-26 09:06:28,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903209658367000576
2022-02-26 08:59:59,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903203081689845760?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6903203081689845760%2C6903232739500285952%29
2022-02-26 07:01:46,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903203081689845760
2022-02-26 04:57:09,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903073430770704384
2022-02-26 03:26:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6903171610380005376
2022-02-26 00:01:17,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902892784689520640
2022-02-25 10:02:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902880072882106368?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6902880072882106368%2C6902911164498747392%29
2022-02-25 10:02:40,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902880072882106368?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6902880072882106368%2C6902910724197478400%29
2022-02-25 08:07:23,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902880072882106368?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6902880072882106368%2C6902886332595863552%29
2022-02-25 07:51:38,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902880072882106368
2022-02-24 18:01:55,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902665905097322496?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6902665905097322496%2C6902672526447890432%29
2022-02-24 16:12:15,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902620140782125057
2022-02-24 12:05:38,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902215208614400000?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6902215208614400000%2C6902581987920502785%29
2022-02-24 09:11:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902497099272044544?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6902497099272044544%2C6902524886120837120%29
2022-02-24 00:24:25,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902215208614400000?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6902215208614400000%2C6902321912815697921%29
2022-02-23 14:28:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902215208614400000?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6902215208614400000%2C6902238049871482880%29
2022-02-23 11:49:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902215208614400000?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6902215208614400000%2C6902216118749265920%29
2022-02-23 11:49:16,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902215208614400000
2022-02-23 08:05:37,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6902095168518942720?commentUrn=urn%3Ali%3Acomment%3A%28ugcPost%3A6902095168518942720%2C6902123984704417792%29
2022-02-23 04:57:46,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901750884997439488
2022-02-23 00:11:52,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901951975605309440
2022-02-22 18:24:46,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901940599872970752
2022-02-22 08:02:01,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901214735342157824?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6901214735342157824%2C6901794921158733824%29
2022-02-21 03:54:05,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901214735342157824?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6901214735342157824%2C6901329053333241856%29
2022-02-21 02:42:23,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901093949587509249
2022-02-20 17:41:19,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901214735342157824
2022-02-20 06:06:09,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6901034123285147648
2022-02-18 13:02:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900344099568726016
2022-02-18 12:37:47,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900388299425366016
2022-02-18 08:53:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900358541736325120
2022-02-18 07:42:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900336822355140608
2022-02-18 07:42:09,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900334027362897920
2022-02-17 16:56:26,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900100550319230976
2022-02-17 15:58:34,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A3990648-6900095612281344000
2022-02-17 14:31:52,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A8744217990485421788
2022-02-17 11:44:26,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899976047295639552
2022-02-17 10:42:13,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899677031257243648
2022-02-17 07:09:01,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899958167560695809
2022-02-17 06:28:31,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899641744510586880
2022-02-17 05:36:47,MAYBE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899761800120807424
2022-02-17 00:07:57,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899769260290252800
2022-02-17 00:07:43,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899719518726541314
2022-02-16 05:37:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899387973138538498?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6899387973138538498%2C6899584892829622272%29
2022-02-16 05:23:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899387973138538498
2022-02-16 05:10:50,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899360492955983872
2022-02-16 04:30:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899332334727106560?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6899332334727106560%2C6899411697690632192%29
2022-02-16 04:29:58,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899332334727106560?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6899332334727106560%2C6899533303792197632%29
2022-02-16 04:29:56,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899332334727106560?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6899332334727106560%2C6899555123308171264%29
2022-02-15 13:23:51,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6899332334727106560
2022-02-15 12:26:02,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A25827-6899248621842243584
2022-02-15 04:53:37,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6895572012614696960
2022-02-14 09:44:48,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6898864943618228224
2022-02-13 14:58:14,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6898608771636060161?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6898608771636060161%2C6898641217283055616%29
2022-02-13 14:08:26,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6898608771636060161?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6898608771636060161%2C6898628690360578048%29
2022-02-13 12:50:04,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6898608771636060161
2022-02-13 05:27:41,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6898489937872736256
2022-02-12 18:28:04,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6878182500238286848%2C6898329849237262336%29
2022-02-12 06:17:54,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6898102029865111552
2022-02-10 09:33:59,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6897433644164554752
2022-02-10 09:28:06,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6897456218009341952
2022-02-10 04:08:51,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6897386989206003712
2022-02-09 13:01:38,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6897159397420740608
2022-02-09 03:52:49,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6893585415153287168
2022-02-08 23:15:53,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6896676294977826816
2022-02-08 10:25:17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6896727558612762624
2022-02-08 06:02:41,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AgroupPost%3A3990648-6896498700932521985
2022-02-08 04:05:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6896643280189186048
2022-02-07 10:41:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6896386732947050496
2022-02-07 02:27:37,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6896081721427931136
2022-02-05 04:13:29,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6895420522793181185
2022-02-04 14:05:20,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6895254671213346816
2022-02-04 13:11:01,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6895312270923051008
2022-02-04 07:24:21,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6894998309363404800?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6894998309363404800%2C6895084225289416704%29
2022-02-03 11:37:06,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6894852410670485504
2022-02-03 11:05:33,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6894566312811851776
2022-02-03 00:57:45,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6894805883856007168
2022-02-02 02:32:11,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6892750555404742656
2022-02-01 14:30:52,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6894210939369992192
2022-02-01 11:58:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6894213667156586497
2022-01-30 18:02:19,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6893451433954418688
2022-01-28 11:56:31,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6892680182935756800
2022-01-28 11:12:41,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6892778846991605760
2022-01-28 09:50:21,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6892383982965661696
2022-01-27 03:56:26,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6892303627600437248
2022-01-25 17:27:02,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6891695770349768704
2022-01-25 04:21:19,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6888132571809632256
2022-01-24 16:30:34,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6891246078260572160
2022-01-23 14:39:58,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6890566750727995392?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6890566750727995392%2C6890693378615697408%29
2022-01-21 10:09:50,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6890166240757850112?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6890166240757850112%2C6890231475992948737%29
2022-01-21 07:56:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6889815874648322048
2022-01-21 07:35:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6890185399164112896
2022-01-21 02:31:50,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6889982659120922625
2022-01-17 04:40:58,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6888683364883296256
2022-01-16 17:12:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6888447021011738624
2022-01-14 04:43:25,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6887572505784123393
2022-01-13 16:33:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6887373445898752000
2022-01-13 12:28:52,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6887346677674577920
2022-01-12 06:54:17,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6886199107476697088
2022-01-10 18:09:09,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6885842893274152960
2022-01-10 17:59:13,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6886244644926091265
2022-01-10 17:58:54,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6886023301563518976
2022-01-10 12:44:45,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6886260742211833856
2022-01-08 10:13:40,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6885475276915130368
2022-01-08 04:35:56,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6884580680945270784
2022-01-08 02:30:11,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6885266497363701760?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6885266497363701760%2C6885406578275708928%29
2022-01-08 01:49:23,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6885266497363701760?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6885266497363701760%2C6885306704255418368%29
2022-01-07 18:19:20,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6885266497363701760?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6885266497363701760%2C6885283276848820224%29
2022-01-07 18:14:35,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6885266497363701760
2022-01-07 18:11:04,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6885266497363701760?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6885266497363701760%2C6885279317211914240%29
2022-01-06 10:02:31,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6884765946485972992
2022-01-05 13:17:57,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6884482948989644801
2022-01-05 11:30:52,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6884378512770392064
2022-01-04 02:18:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883142259638984704?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6883142259638984704%2C6883476913415843840%29
2022-01-04 02:18:28,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883142259638984704?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6883142259638984704%2C6883949212803956736%29
2022-01-03 08:31:07,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6883679389335220224
2022-01-03 06:31:53,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883649429983772672
2022-01-03 05:06:25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6881849003647090688?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6881849003647090688%2C6883631496029200384%29
2022-01-03 05:06:10,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883634359904161793
2022-01-03 03:37:10,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6879998738119712768
2022-01-02 16:24:37,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883340836906516481
2022-01-02 16:22:17,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883307513870086144
2022-01-02 12:57:42,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883142259638984704
2022-01-02 11:17:43,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883142259638984704?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6883142259638984704%2C6883363253523767296%29
2022-01-02 11:06:10,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883142259638984704?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6883142259638984704%2C6883362104020205568%29
2022-01-02 05:24:27,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883142259638984704?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6883142259638984704%2C6883273440875298816%29
2022-01-02 03:02:41,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6883142259638984704?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6883142259638984704%2C6883211344607363072%29
2022-01-01 18:14:23,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6882955431736549377
2022-01-01 17:23:29,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6878182500238286848%2C6883093665741451264%29
2021-12-30 17:38:23,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6882223388576759809
2021-12-28 01:55:43,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6881151299342106624
2021-12-28 01:50:12,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6879775991011573760
2021-12-28 01:42:29,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6881141308119883776
2021-12-25 15:17:00,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6880423587342376960
2021-12-22 17:14:26,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6878182500238286848%2C6879468445998690304%29
2021-12-22 14:56:35,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6879372705997692928
2021-12-22 14:35:39,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6879378144013492224
2021-12-21 06:27:13,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878396755751391232
2021-12-21 03:20:52,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6878182500238286848%2C6878745892585914368%29
2021-12-21 03:20:30,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6878182500238286848%2C6878889903829196800%29
2021-12-20 08:41:37,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6878182500238286848%2C6878614372877512704%29
2021-12-20 02:03:20,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6878182500238286848%2C6878514418695700481%29
2021-12-19 14:51:05,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6878182500238286848%2C6878340612374978560%29
2021-12-19 14:21:02,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848
2021-12-19 14:19:18,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878329836268589056
2021-12-19 07:36:05,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878182500238286848?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6878182500238286848%2C6878205258963800064%29
2021-12-19 01:10:15,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6877945117408419840
2021-12-19 00:29:12,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6877648964817178624
2021-12-19 00:16:24,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6878051228975206400
2021-12-18 03:39:05,APPRECIATION,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876428721675481088
2021-12-18 03:31:45,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6877790441333514240
2021-12-18 03:27:52,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6874239567126421504?commentUrn=urn%3Ali%3Acomment%3A%28activity%3A6874239567126421504%2C6877806662812626944%29
2021-12-18 03:26:44,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6877804397448056833
2021-12-17 02:08:09,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6877107789806788608
2021-12-16 12:35:16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6877144824852598784
2021-12-14 23:45:51,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6874565682093199360
2021-12-14 15:42:36,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876085760865382400
2021-12-12 00:21:50,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6874678384220368896
2021-12-11 14:00:02,PRAISE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6875358186904387584
2021-12-11 13:23:36,EMPATHY,https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6875351753127288832
